instance,J,T,C,solver,time_limit(msec),status,objective,schedule
instances/MTSP/Laporte/Tabela3/L13-5.txt,8,25,10,org.minizinc.mip.cplex,600000,optimal,21,"[7, 2, 1, 4, 5, 6, 3, 8]"
instances/MTSP/Laporte/Tabela3/L13-6.txt,8,25,10,org.minizinc.mip.cplex,600000,optimal,18,"[6, 3, 2, 1, 5, 7, 4, 8]"
instances/MTSP/Laporte/Tabela3/L13-7.txt,8,25,10,org.minizinc.mip.cplex,600000,optimal,22,"[1, 3, 4, 2, 7, 5, 6, 8]"
instances/MTSP/Laporte/Tabela3/L13-8.txt,8,25,10,org.minizinc.mip.cplex,600000,optimal,22,"[1, 7, 2, 4, 6, 5, 8, 3]"
instances/MTSP/Laporte/Tabela3/L13-9.txt,8,25,10,org.minizinc.mip.cplex,600000,optimal,20,"[6, 7, 5, 2, 1, 4, 3, 8]"
instances/MTSP/Laporte/Tabela3/L14-1.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[1, 6, 5, 2, 3, 7, 4, 8]"
instances/MTSP/Laporte/Tabela3/L14-10.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[3, 6, 4, 8, 5, 1, 2, 7]"
instances/MTSP/Laporte/Tabela3/L14-2.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[4, 2, 8, 1, 5, 7, 3, 6]"
instances/MTSP/Laporte/Tabela3/L14-3.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[6, 7, 4, 2, 5, 1, 3, 8]"
instances/MTSP/Laporte/Tabela3/L14-4.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[3, 1, 8, 2, 5, 6, 7, 4]"
instances/MTSP/Laporte/Tabela3/L14-5.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[1, 4, 7, 3, 2, 6, 8, 5]"
instances/MTSP/Laporte/Tabela3/L14-6.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[1, 6, 2, 4, 7, 5, 3, 8]"
instances/MTSP/Laporte/Tabela3/L14-7.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[6, 4, 7, 1, 2, 3, 5, 8]"
instances/MTSP/Laporte/Tabela3/L14-8.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[1, 7, 5, 6, 3, 4, 2, 8]"
instances/MTSP/Laporte/Tabela3/L14-9.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[5, 2, 3, 7, 8, 1, 4, 6]"
instances/MTSP/Laporte/Tabela3/L15-1.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,13,"[1, 6, 4, 3, 5, 2, 7, 8]"
instances/MTSP/Laporte/Tabela3/L15-10.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,12,"[2, 5, 3, 6, 4, 1, 7, 8]"
instances/MTSP/Laporte/Tabela3/L15-2.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,11,"[5, 7, 3, 4, 8, 1, 2, 6]"
instances/MTSP/Laporte/Tabela3/L15-3.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[5, 6, 4, 2, 1, 3, 7, 8]"
instances/MTSP/Laporte/Tabela3/L15-4.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,14,"[2, 1, 5, 7, 4, 8, 3, 6]"
instances/MTSP/Laporte/Tabela3/L15-5.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,14,"[1, 7, 3, 4, 6, 2, 5, 8]"
instances/MTSP/Laporte/Tabela3/L15-6.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[2, 5, 3, 4, 1, 7, 8, 6]"
instances/MTSP/Laporte/Tabela3/L15-7.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,15,"[2, 3, 5, 7, 4, 8, 1, 6]"
instances/MTSP/Laporte/Tabela3/L15-8.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,23,"[3, 7, 4, 2, 5, 6, 1, 8]"
instances/MTSP/Laporte/Tabela3/L15-9.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,13,"[3, 4, 2, 1, 8, 7, 5, 6]"
instances/MTSP/Laporte/Tabela3/L16-1.txt,8,25,15,org.minizinc.mip.cplex,3600000,optimal,11,"[2, 8, 7, 3, 1, 5, 6, 4]"
instances/MTSP/Laporte/Tabela3/L16-10.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[1, 4, 6, 3, 7, 8, 5, 2]"
instances/MTSP/Laporte/Tabela3/L16-2.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[6, 1, 2, 8, 4, 3, 5, 7]"
instances/MTSP/Laporte/Tabela3/L16-3.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[7, 3, 1, 2, 6, 5, 4, 8]"
instances/MTSP/Laporte/Tabela3/L16-4.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[3, 4, 8, 7, 5, 1, 2, 6]"
instances/MTSP/Laporte/Tabela3/L16-5.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[1, 8, 4, 5, 7, 3, 2, 6]"
instances/MTSP/Laporte/Tabela3/L16-6.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[4, 6, 2, 8, 7, 3, 1, 5]"
instances/MTSP/Laporte/Tabela3/L16-7.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[5, 8, 1, 6, 3, 2, 4, 7]"
instances/MTSP/Laporte/Tabela3/L16-8.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[3, 8, 1, 5, 7, 6, 2, 4]"
instances/MTSP/Laporte/Tabela3/L16-9.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[6, 2, 7, 4, 1, 5, 3, 8]"
instances/MTSP/Laporte/Tabela3/L17-1.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,16,"[1, 2, 5, 8, 7, 4, 6, 3]"
instances/MTSP/Laporte/Tabela3/L17-10.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,14,"[3, 8, 7, 4, 1, 2, 6, 5]"
instances/MTSP/Laporte/Tabela3/L17-2.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,11,"[3, 1, 2, 5, 6, 8, 4, 7]"
instances/MTSP/Laporte/Tabela3/L17-3.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,13,"[1, 4, 3, 7, 6, 5, 8, 2]"
instances/MTSP/Laporte/Tabela3/L17-4.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,17,"[6, 2, 7, 5, 3, 1, 4, 8]"
instances/MTSP/Laporte/Tabela3/L17-5.txt,8,25,15,org.minizinc.mip.cplex,3600000,optimal,11,"[1, 8, 7, 6, 2, 3, 5, 4]"
instances/MTSP/Laporte/Tabela3/L17-6.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,15,"[1, 4, 8, 2, 6, 7, 3, 5]"
instances/MTSP/Laporte/Tabela3/L17-7.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,12,"[5, 3, 8, 2, 6, 4, 1, 7]"
instances/MTSP/Laporte/Tabela3/L17-8.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,10,"[3, 4, 2, 1, 8, 5, 6, 7]"
instances/MTSP/Laporte/Tabela3/L17-9.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,19,"[3, 4, 1, 5, 8, 2, 6, 7]"
instances/MTSP/Laporte/Tabela3/L18-1.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,20,"[4, 8, 6, 1, 2, 7, 3, 5]"
instances/MTSP/Laporte/Tabela3/L18-10.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,18,"[3, 7, 2, 8, 6, 1, 4, 5]"
instances/MTSP/Laporte/Tabela3/L18-2.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,21,"[1, 7, 8, 5, 6, 4, 3, 2]"
instances/MTSP/Laporte/Tabela3/L18-3.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,20,"[1, 6, 8, 4, 7, 3, 5, 2]"
instances/MTSP/Laporte/Tabela3/L18-4.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,21,"[5, 3, 4, 7, 1, 2, 8, 6]"
instances/MTSP/Laporte/Tabela3/L18-5.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,20,"[3, 7, 8, 2, 5, 1, 4, 6]"
instances/MTSP/Laporte/Tabela3/L18-6.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,21,"[4, 7, 1, 3, 5, 8, 2, 6]"
instances/MTSP/Laporte/Tabela3/L18-7.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,21,"[3, 2, 7, 6, 8, 5, 1, 4]"
instances/MTSP/Laporte/Tabela3/L18-8.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,20,"[2, 5, 6, 3, 1, 8, 7, 4]"
instances/MTSP/Laporte/Tabela3/L18-9.txt,8,25,15,org.minizinc.mip.cplex,600000,optimal,21,"[2, 6, 1, 3, 4, 5, 8, 7]"
instances/MTSP/Laporte/Tabela3/L19-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[4, 3, 2, 5, 7, 6, 1, 8]"
instances/MTSP/Laporte/Tabela3/L19-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[4, 1, 2, 8, 6, 3, 5, 7]"
instances/MTSP/Laporte/Tabela3/L19-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 6, 7, 3, 2, 8, 5, 4]"
instances/MTSP/Laporte/Tabela3/L19-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[3, 4, 1, 5, 2, 7, 6, 8]"
instances/MTSP/Laporte/Tabela3/L19-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[6, 2, 7, 4, 3, 1, 5, 8]"
instances/MTSP/Laporte/Tabela3/L19-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[3, 8, 1, 7, 2, 4, 6, 5]"
instances/MTSP/Laporte/Tabela3/L19-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 7, 8, 6, 5, 3, 2, 4]"
instances/MTSP/Laporte/Tabela3/L19-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[4, 2, 8, 7, 3, 5, 1, 6]"
instances/MTSP/Laporte/Tabela3/L19-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 2, 4, 8, 6, 3, 5, 7]"
instances/MTSP/Laporte/Tabela3/L19-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 4, 8, 7, 5, 1, 6, 3]"
instances/MTSP/Laporte/Tabela3/L2-1.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[6, 5, 1, 8, 3, 2, 4, 7]"
instances/MTSP/Laporte/Tabela3/L2-10.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[7, 5, 1, 2, 3, 4, 6, 8]"
instances/MTSP/Laporte/Tabela3/L2-2.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[3, 5, 4, 1, 7, 6, 2, 8]"
instances/MTSP/Laporte/Tabela3/L2-3.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[3, 8, 2, 5, 7, 6, 1, 4]"
instances/MTSP/Laporte/Tabela3/L2-4.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[5, 2, 1, 3, 7, 4, 6, 8]"
instances/MTSP/Laporte/Tabela3/L2-5.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[6, 5, 1, 8, 3, 2, 4, 7]"
instances/MTSP/Laporte/Tabela3/L2-6.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[2, 8, 3, 1, 4, 6, 7, 5]"
instances/MTSP/Laporte/Tabela3/L2-7.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[2, 3, 8, 6, 1, 4, 7, 5]"
instances/MTSP/Laporte/Tabela3/L2-8.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[2, 8, 6, 1, 5, 7, 4, 3]"
instances/MTSP/Laporte/Tabela3/L2-9.txt,8,15,10,org.minizinc.mip.cplex,600000,optimal,5,"[2, 7, 3, 6, 1, 8, 4, 5]"
instances/MTSP/Laporte/Tabela3/L20-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[3, 1, 6, 2, 5, 7, 4, 8]"
instances/MTSP/Laporte/Tabela3/L20-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[5, 6, 2, 1, 7, 3, 4, 8]"
instances/MTSP/Laporte/Tabela3/L20-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 8, 5, 2, 7, 3, 6, 4]"
instances/MTSP/Laporte/Tabela3/L20-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[3, 8, 4, 7, 6, 2, 1, 5]"
instances/MTSP/Laporte/Tabela3/L20-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[5, 6, 4, 2, 8, 3, 1, 7]"
instances/MTSP/Laporte/Tabela3/L20-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 3, 7, 6, 4, 1, 5, 8]"
instances/MTSP/Laporte/Tabela3/L20-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[4, 6, 2, 7, 1, 5, 3, 8]"
instances/MTSP/Laporte/Tabela3/L20-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 7, 3, 8, 4, 1, 6, 5]"
instances/MTSP/Laporte/Tabela3/L20-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[5, 1, 7, 4, 2, 6, 3, 8]"
instances/MTSP/Laporte/Tabela3/L20-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 3, 7, 2, 4, 6, 5, 8]"
instances/MTSP/Laporte/Tabela3/L21-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[1, 6, 4, 3, 8, 2, 5, 7]"
instances/MTSP/Laporte/Tabela3/L21-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[4, 8, 2, 1, 3, 5, 6, 7]"
instances/MTSP/Laporte/Tabela3/L21-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[5, 3, 4, 7, 2, 8, 1, 6]"
instances/MTSP/Laporte/Tabela3/L21-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[4, 6, 2, 7, 8, 1, 3, 5]"
instances/MTSP/Laporte/Tabela3/L21-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,9,"[4, 7, 1, 3, 2, 5, 8, 6]"
instances/MTSP/Laporte/Tabela3/L21-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 5, 1, 3, 7, 6, 8, 4]"
instances/MTSP/Laporte/Tabela3/L21-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[4, 7, 3, 2, 5, 1, 8, 6]"
instances/MTSP/Laporte/Tabela3/L21-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,10,"[7, 2, 1, 5, 6, 4, 3, 8]"
instances/MTSP/Laporte/Tabela3/L21-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,8,"[4, 6, 1, 5, 8, 2, 3, 7]"
instances/MTSP/Laporte/Tabela3/L21-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 5, 8, 3, 4, 7, 1, 6]"
instances/MTSP/Laporte/Tabela3/L22-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 7, 3, 4, 6, 8, 5, 2]"
instances/MTSP/Laporte/Tabela3/L22-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[6, 8, 4, 2, 3, 5, 1, 7]"
instances/MTSP/Laporte/Tabela3/L22-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 4, 5, 1, 3, 7, 8, 6]"
instances/MTSP/Laporte/Tabela3/L22-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[3, 2, 7, 1, 6, 5, 4, 8]"
instances/MTSP/Laporte/Tabela3/L22-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[3, 2, 8, 1, 4, 5, 6, 7]"
instances/MTSP/Laporte/Tabela3/L22-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[7, 1, 6, 2, 3, 5, 4, 8]"
instances/MTSP/Laporte/Tabela3/L22-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 1, 8, 5, 4, 7, 3, 6]"
instances/MTSP/Laporte/Tabela3/L22-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 3, 6, 4, 7, 8, 1, 5]"
instances/MTSP/Laporte/Tabela3/L22-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 1, 4, 7, 5, 8, 6, 3]"
instances/MTSP/Laporte/Tabela3/L22-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[4, 1, 5, 3, 2, 6, 7, 8]"
instances/MTSP/Laporte/Tabela3/L23-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[4, 7, 2, 1, 8, 3, 6, 5]"
instances/MTSP/Laporte/Tabela3/L23-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 7, 3, 8, 1, 5, 6, 4]"
instances/MTSP/Laporte/Tabela3/L23-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 6, 2, 7, 8, 4, 3, 5]"
instances/MTSP/Laporte/Tabela3/L23-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 2, 7, 8, 3, 6, 4, 5]"
instances/MTSP/Laporte/Tabela3/L23-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[4, 1, 7, 2, 5, 8, 3, 6]"
instances/MTSP/Laporte/Tabela3/L23-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 6, 3, 4, 1, 7, 5, 8]"
instances/MTSP/Laporte/Tabela3/L23-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 3, 6, 1, 4, 5, 7, 8]"
instances/MTSP/Laporte/Tabela3/L23-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[5, 8, 1, 4, 3, 7, 2, 6]"
instances/MTSP/Laporte/Tabela3/L23-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 5, 7, 3, 4, 8, 2, 6]"
instances/MTSP/Laporte/Tabela3/L23-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 6, 3, 2, 4, 7, 5, 8]"
instances/MTSP/Laporte/Tabela3/L24-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,8,"[1, 8, 6, 5, 3, 4, 2, 7]"
instances/MTSP/Laporte/Tabela3/L24-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,8,"[2, 1, 7, 6, 5, 3, 4, 8]"
instances/MTSP/Laporte/Tabela3/L24-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[4, 1, 2, 6, 5, 7, 3, 8]"
instances/MTSP/Laporte/Tabela3/L24-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,10,"[4, 8, 1, 3, 2, 7, 6, 5]"
instances/MTSP/Laporte/Tabela3/L24-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[1, 8, 6, 5, 3, 4, 7, 2]"
instances/MTSP/Laporte/Tabela3/L24-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[1, 2, 7, 4, 3, 5, 8, 6]"
instances/MTSP/Laporte/Tabela3/L24-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[5, 2, 1, 4, 3, 8, 7, 6]"
instances/MTSP/Laporte/Tabela3/L24-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[4, 5, 2, 8, 7, 1, 3, 6]"
instances/MTSP/Laporte/Tabela3/L24-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[4, 1, 7, 6, 5, 2, 3, 8]"
instances/MTSP/Laporte/Tabela3/L24-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[7, 4, 2, 3, 6, 5, 1, 8]"
instances/MTSP/Laporte/Tabela3/L25-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[7, 5, 2, 1, 3, 4, 6, 8]"
instances/MTSP/Laporte/Tabela3/L25-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[1, 3, 8, 4, 2, 7, 6, 5]"
instances/MTSP/Laporte/Tabela3/L25-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[3, 4, 7, 2, 8, 6, 1, 5]"
instances/MTSP/Laporte/Tabela3/L25-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[2, 3, 1, 8, 7, 5, 6, 4]"
instances/MTSP/Laporte/Tabela3/L25-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 2, 7, 8, 3, 6, 4, 5]"
instances/MTSP/Laporte/Tabela3/L25-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[1, 3, 7, 4, 2, 5, 6, 8]"
instances/MTSP/Laporte/Tabela3/L25-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[2, 1, 3, 5, 7, 8, 6, 4]"
instances/MTSP/Laporte/Tabela3/L25-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[3, 7, 8, 1, 4, 6, 2, 5]"
instances/MTSP/Laporte/Tabela3/L25-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,6,"[1, 5, 7, 2, 6, 4, 8, 3]"
instances/MTSP/Laporte/Tabela3/L25-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,5,"[2, 3, 7, 4, 6, 1, 5, 8]"
instances/MTSP/Laporte/Tabela3/L26-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,9,"[6, 1, 7, 4, 5, 2, 3, 8]"
instances/MTSP/Laporte/Tabela3/L26-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,11,"[5, 4, 1, 8, 6, 3, 2, 7]"
instances/MTSP/Laporte/Tabela3/L26-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,8,"[2, 1, 3, 8, 5, 7, 6, 4]"
instances/MTSP/Laporte/Tabela3/L26-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[2, 5, 1, 7, 8, 4, 3, 6]"
instances/MTSP/Laporte/Tabela3/L26-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[4, 6, 3, 5, 1, 2, 8, 7]"
instances/MTSP/Laporte/Tabela3/L26-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,7,"[1, 8, 6, 4, 2, 5, 7, 3]"
instances/MTSP/Laporte/Tabela3/L26-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,11,"[4, 8, 3, 5, 1, 7, 2, 6]"
instances/MTSP/Laporte/Tabela3/L26-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,9,"[3, 7, 8, 2, 1, 5, 6, 4]"
instances/MTSP/Laporte/Tabela3/L26-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,9,"[5, 8, 4, 2, 1, 3, 6, 7]"
instances/MTSP/Laporte/Tabela3/L26-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,10,"[5, 4, 8, 7, 1, 2, 3, 6]"
instances/MTSP/Laporte/Tabela3/L27-1.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,15,"[3, 6, 7, 2, 8, 4, 1, 5]"
instances/MTSP/Laporte/Tabela3/L27-10.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,13,"[1, 7, 2, 5, 3, 8, 6, 4]"
instances/MTSP/Laporte/Tabela3/L27-2.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,15,"[3, 4, 8, 6, 7, 2, 1, 5]"
instances/MTSP/Laporte/Tabela3/L27-3.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,12,"[2, 4, 7, 1, 5, 8, 6, 3]"
instances/MTSP/Laporte/Tabela3/L27-4.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,11,"[2, 7, 5, 4, 3, 8, 1, 6]"
instances/MTSP/Laporte/Tabela3/L27-5.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,10,"[2, 8, 7, 4, 6, 3, 1, 5]"
instances/MTSP/Laporte/Tabela3/L27-6.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,12,"[2, 1, 5, 7, 6, 4, 8, 3]"
instances/MTSP/Laporte/Tabela3/L27-7.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,12,"[1, 7, 8, 5, 3, 6, 4, 2]"
instances/MTSP/Laporte/Tabela3/L27-8.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,13,"[2, 8, 3, 7, 4, 1, 5, 6]"
instances/MTSP/Laporte/Tabela3/L27-9.txt,8,25,20,org.minizinc.mip.cplex,600000,optimal,11,"[2, 5, 6, 3, 8, 1, 4, 7]"
instances/MTSP/Laporte/Tabela3/L28-1.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[3, 2, 7, 1, 5, 4, 8, 6]"
instances/MTSP/Laporte/Tabela3/L28-10.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[1, 8, 2, 7, 4, 3, 6, 5]"
instances/MTSP/Laporte/Tabela3/L28-2.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[3, 5, 2, 6, 1, 8, 4, 7]"
instances/MTSP/Laporte/Tabela3/L28-3.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[6, 7, 5, 1, 3, 2, 4, 8]"
instances/MTSP/Laporte/Tabela3/L28-4.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,22,"[1, 3, 7, 6, 5, 2, 4, 8]"
instances/MTSP/Laporte/Tabela3/L28-5.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[5, 1, 3, 4, 2, 7, 8, 6]"
instances/MTSP/Laporte/Tabela3/L28-6.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[2, 6, 7, 8, 3, 1, 5, 4]"
instances/MTSP/Laporte/Tabela3/L28-7.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[2, 5, 6, 7, 1, 4, 3, 8]"
instances/MTSP/Laporte/Tabela3/L28-8.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[1, 8, 6, 7, 4, 5, 3, 2]"
instances/MTSP/Laporte/Tabela3/L28-9.txt,8,25,5,org.minizinc.mip.cplex,600000,optimal,20,"[2, 4, 5, 1, 8, 7, 3, 6]"
instances/MTSP/Laporte/Tabela3/L29-1.txt,8,25,10,org.minizinc.mip.cplex,600000,optimal,15,"[1, 7, 2, 5, 3, 6, 8, 4]"
instances/MTSP/Laporte/Tabela3/L29-10.txt,8,25,10,org.minizinc.mip.cplex,600000,optimal,15,"[2, 5, 6, 3, 7, 8, 1, 4]"
instances/MTSP/Laporte/Tabela3/L29-2.txt,8,25,10,org.minizinc.mip.cplex,600000,optimal,15,"[1, 2, 3, 8, 7, 6, 5, 4]"
